id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,team_name,league_name,league_name_id
1281,18,8586,2015-09-10 00:00:00,47,Balanced,46.0,Normal,40,Mixed,Organised,41,Normal,41,Normal,63,Normal,Organised,63,Medium,54,Press,56,Normal,Cover,Tottenham Hotspur,England Premier League,3
725,64,8588,2015-09-10 00:00:00,64,Balanced,44.0,Normal,50,Mixed,Organised,49,Normal,53,Normal,46,Normal,Organised,46,Medium,44,Press,49,Normal,Cover,RC Lens,France Ligue 1,4
824,219,8592,2015-09-10 00:00:00,51,Balanced,77.0,Lots,41,Mixed,Organised,49,Normal,69,Lots,31,Little,Organised,48,Medium,48,Press,60,Normal,Cover,Olympique de Marseille,France Ligue 1,4
39,245,8593,2015-09-10 00:00:00,35,Balanced,43.0,Normal,39,Mixed,Organised,58,Normal,55,Normal,30,Little,Free Form,64,Medium,53,Press,59,Normal,Cover,Ajax,Netherlands Eredivisie,6
419,79,8596,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,60,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover,Falkirk,Scotland Premier League,10
647,82,8597,2015-09-10 00:00:00,50,Balanced,48.0,Normal,60,Mixed,Organised,49,Normal,62,Normal,47,Normal,Organised,46,Medium,46,Press,52,Normal,Cover,Kilmarnock,Scotland Premier League,10
1304,55,8600,2015-09-10 00:00:00,68,Fast,54.0,Normal,63,Mixed,Organised,69,Risky,68,Lots,52,Normal,Organised,40,Medium,57,Press,57,Normal,Cover,Udinese,Italy Serie A,5
1426,110,8602,2015-09-10 00:00:00,46,Balanced,36.0,Normal,54,Mixed,Organised,55,Normal,47,Normal,48,Normal,Organised,47,Medium,48,Press,55,Normal,Cover,Wolverhampton Wanderers,England Premier League,3
1048,449,8603,2015-09-10 00:00:00,59,Balanced,49.0,Normal,37,Mixed,Organised,59,Normal,43,Normal,53,Normal,Organised,58,Medium,49,Press,58,Normal,Cover,Real Betis Balompié,Spain LIGA BBVA,2
1298,1908,8611,2015-09-10 00:00:00,48,Balanced,40.0,Normal,43,Mixed,Organised,43,Normal,58,Normal,39,Normal,Organised,44,Medium,41,Press,55,Normal,Cover,FC Twente,Netherlands Eredivisie,6
185,1898,8613,2015-09-10 00:00:00,47,Balanced,56.0,Normal,50,Mixed,Organised,37,Normal,38,Normal,53,Normal,Organised,32,Deep,62,Press,54,Normal,Cover,Boavista FC,Portugal Liga ZON Sagres,8
1187,100646,8614,2010-02-22 00:00:00,35,Balanced,,Little,40,Mixed,Organised,30,Safe,45,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover,Sparta Rotterdam,Netherlands Eredivisie,6
1054,243,8633,2015-09-10 00:00:00,50,Balanced,57.0,Normal,46,Mixed,Free Form,61,Normal,41,Normal,63,Normal,Free Form,52,Medium,60,Press,63,Normal,Cover,Real Madrid CF,Spain LIGA BBVA,2
124,241,8634,2015-09-10 00:00:00,36,Balanced,35.0,Normal,51,Mixed,Free Form,36,Normal,49,Normal,56,Normal,Free Form,61,Medium,65,Press,65,Normal,Cover,FC Barcelona,Spain LIGA BBVA,2
51,229,8635,2015-09-10 00:00:00,52,Balanced,46.0,Normal,51,Mixed,Organised,60,Normal,53,Normal,47,Normal,Organised,53,Medium,50,Press,61,Normal,Cover,RSC Anderlecht,Belgium Jupiler League,11
613,44,8636,2015-09-10 00:00:00,58,Balanced,69.0,Lots,54,Mixed,Organised,56,Normal,60,Normal,53,Normal,Organised,47,Medium,49,Press,63,Normal,Cover,Inter,Italy Serie A,5
742,65,8639,2015-09-10 00:00:00,45,Balanced,36.0,Normal,43,Mixed,Organised,68,Risky,52,Normal,64,Normal,Organised,59,Medium,42,Press,48,Normal,Cover,LOSC Lille,France Ligue 1,4
1013,247,8640,2015-09-10 00:00:00,67,Fast,43.0,Normal,43,Mixed,Organised,53,Normal,44,Normal,28,Little,Organised,40,Medium,40,Press,48,Normal,Cover,PSV,Netherlands Eredivisie,6
1112,631,8649,2015-09-10 00:00:00,45,Balanced,48.0,Normal,60,Mixed,Organised,46,Normal,49,Normal,58,Normal,Organised,36,Medium,53,Press,34,Normal,Cover,Ross County FC,Scotland Premier League,10
748,9,8650,2015-09-10 00:00:00,66,Balanced,60.0,Normal,45,Mixed,Organised,34,Normal,34,Normal,46,Normal,Organised,51,Medium,52,Press,61,Normal,Cover,Liverpool,England Premier League,3
1390,19,8654,2015-09-10 00:00:00,77,Fast,37.0,Normal,57,Mixed,Organised,68,Risky,73,Lots,29,Little,Organised,30,Deep,37,Press,41,Normal,Cover,West Ham United,England Premier League,3
178,3,8655,2015-09-10 00:00:00,60,Balanced,60.0,Normal,65,Mixed,Organised,59,Normal,58,Normal,42,Normal,Organised,50,Medium,50,Press,57,Normal,Cover,Blackburn Rovers,England Premier League,3
172,88,8658,2015-09-10 00:00:00,56,Balanced,32.0,Little,75,Long,Organised,77,Risky,62,Normal,64,Normal,Organised,42,Medium,47,Press,54,Normal,Cover,Birmingham City,England Premier League,3
1384,109,8659,2015-09-10 00:00:00,62,Balanced,32.0,Little,51,Mixed,Organised,53,Normal,50,Normal,60,Normal,Organised,41,Medium,40,Press,49,Normal,Cover,West Bromwich Albion,England Premier League,3
800,453,8661,2015-09-10 00:00:00,62,Balanced,53.0,Normal,57,Mixed,Organised,53,Normal,57,Normal,53,Normal,Organised,59,Medium,41,Press,56,Normal,Cover,RCD Mallorca,Spain LIGA BBVA,2
602,1952,8667,2015-09-10 00:00:00,56,Balanced,40.0,Normal,55,Mixed,Organised,54,Normal,49,Normal,56,Normal,Organised,38,Medium,37,Press,46,Normal,Cover,Hull City,England Premier League,3
410,7,8668,2015-09-10 00:00:00,43,Balanced,45.0,Normal,40,Mixed,Organised,39,Normal,33,Little,63,Normal,Organised,52,Medium,58,Press,59,Normal,Cover,Everton,England Premier League,3
712,1871,8673,2015-09-10 00:00:00,54,Balanced,47.0,Normal,36,Mixed,Organised,52,Normal,51,Normal,64,Normal,Free Form,50,Medium,60,Press,58,Normal,Cover,Legia Warszawa,Poland Ekstraklasa,7
432,1915,8674,2015-09-10 00:00:00,55,Balanced,32.0,Little,55,Mixed,Organised,57,Normal,59,Normal,54,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,FC Groningen,Netherlands Eredivisie,6
230,1943,8678,2015-09-10 00:00:00,47,Balanced,36.0,Normal,47,Mixed,Organised,49,Normal,45,Normal,47,Normal,Organised,48,Medium,50,Press,62,Normal,Cover,Bournemouth,England Premier League,3
691,1739,8682,2013-09-20 00:00:00,58,Balanced,,Little,47,Mixed,Organised,49,Normal,68,Lots,50,Normal,Organised,47,Medium,44,Press,51,Normal,Cover,Le Mans FC,France Ligue 1,4
1109,52,8686,2015-09-10 00:00:00,68,Fast,27.0,Little,47,Mixed,Organised,71,Risky,54,Normal,66,Normal,Free Form,36,Medium,57,Press,48,Normal,Cover,Roma,Italy Serie A,5
770,217,8689,2015-09-10 00:00:00,57,Balanced,42.0,Normal,50,Mixed,Organised,48,Normal,53,Normal,46,Normal,Organised,51,Medium,56,Press,55,Normal,Cover,FC Lorient,France Ligue 1,4
1071,203,8690,2014-09-19 00:00:00,52,Balanced,55.0,Normal,56,Mixed,Organised,57,Normal,74,Lots,53,Normal,Organised,38,Medium,48,Press,52,Normal,Cover,Reggio Calabria,Italy Serie A,5
1024,456,8696,2015-09-10 00:00:00,48,Balanced,52.0,Normal,47,Mixed,Organised,53,Normal,53,Normal,53,Normal,Organised,51,Medium,47,Press,53,Normal,Cover,Racing Santander,Spain LIGA BBVA,2
1378,38,8697,2015-09-10 00:00:00,56,Balanced,55.0,Normal,63,Mixed,Organised,68,Risky,66,Normal,58,Normal,Organised,63,Medium,47,Press,73,Wide,Cover,SV Werder Bremen,Germany 1. Bundesliga,1
1420,175,8721,2015-09-10 00:00:00,68,Fast,45.0,Normal,57,Mixed,Organised,69,Risky,66,Normal,50,Normal,Organised,66,Medium,46,Press,55,Normal,Cover,VfL Wolfsburg,Germany 1. Bundesliga,1
425,31,8722,2015-09-10 00:00:00,59,Balanced,47.0,Normal,65,Mixed,Organised,57,Normal,36,Normal,71,Lots,Organised,42,Medium,56,Press,51,Normal,Cover,1. FC Köln,Germany 1. Bundesliga,1
687,1738,9746,2015-09-10 00:00:00,46,Balanced,56.0,Normal,52,Mixed,Organised,49,Normal,54,Normal,52,Normal,Organised,47,Medium,55,Press,52,Normal,Cover,Le Havre AC,France Ligue 1,4
548,62,9747,2015-09-10 00:00:00,63,Balanced,37.0,Normal,58,Mixed,Organised,42,Normal,56,Normal,36,Normal,Organised,49,Medium,47,Press,49,Normal,Cover,En Avant de Guingamp,France Ligue 1,4
782,66,9748,2015-09-10 00:00:00,49,Balanced,60.0,Normal,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,Olympique Lyonnais,France Ligue 1,4
867,1904,9761,2015-09-10 00:00:00,45,Balanced,49.0,Normal,59,Mixed,Organised,32,Safe,42,Normal,54,Normal,Organised,36,Medium,39,Press,40,Normal,Cover,NAC Breda,Netherlands Eredivisie,6
514,1888,9764,2015-09-10 00:00:00,68,Fast,67.0,Lots,41,Mixed,Organised,54,Normal,47,Normal,46,Normal,Free Form,39,Medium,40,Press,53,Normal,Cover,Gil Vicente FC,Portugal Liga ZON Sagres,8
1198,237,9768,2015-09-10 00:00:00,57,Balanced,65.0,Normal,56,Mixed,Organised,42,Normal,50,Normal,55,Normal,Organised,60,Medium,60,Press,54,Normal,Cover,Sporting CP,Portugal Liga ZON Sagres,8
1307,1895,9771,2012-02-22 00:00:00,36,Balanced,,Little,36,Mixed,Organised,52,Normal,50,Normal,46,Normal,Organised,53,Medium,45,Press,56,Normal,Cover,"União de Leiria, SAD",Portugal Liga ZON Sagres,8
166,234,9772,2015-09-10 00:00:00,69,Fast,55.0,Normal,53,Mixed,Organised,65,Normal,66,Normal,54,Normal,Organised,60,Medium,57,Press,54,Normal,Cover,SL Benfica,Portugal Liga ZON Sagres,8
438,236,9773,2015-09-10 00:00:00,70,Fast,50.0,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover,FC Porto,Portugal Liga ZON Sagres,8
371,110500,9776,2015-09-10 00:00:00,66,Balanced,44.0,Normal,54,Mixed,Organised,62,Normal,59,Normal,51,Normal,Free Form,57,Medium,47,Press,53,Normal,Cover,Eintracht Braunschweig,Germany 1. Bundesliga,1
1156,324,9777,2013-09-20 00:00:00,48,Balanced,,Little,51,Mixed,Organised,53,Normal,66,Normal,45,Normal,Organised,49,Medium,45,Press,49,Normal,Cover,Servette FC,Switzerland Super League,9
350,242,9783,2015-09-10 00:00:00,53,Balanced,55.0,Normal,47,Mixed,Organised,38,Normal,52,Normal,55,Normal,Organised,45,Medium,50,Press,59,Normal,Offside Trap,RC Deportivo de La Coruña,Spain LIGA BBVA,2
221,23,9788,2015-09-10 00:00:00,31,Slow,53.0,Normal,32,Short,Organised,38,Normal,26,Little,49,Normal,Free Form,41,Medium,48,Press,39,Normal,Cover,Borussia Mönchengladbach,Germany 1. Bundesliga,1
215,22,9789,2015-09-10 00:00:00,71,Fast,37.0,Normal,40,Mixed,Organised,70,Risky,44,Normal,49,Normal,Free Form,65,Medium,71,Double,40,Normal,Cover,Borussia Dortmund,Germany 1. Bundesliga,1
554,28,9790,2015-09-10 00:00:00,42,Balanced,56.0,Normal,52,Mixed,Organised,62,Normal,58,Normal,47,Normal,Organised,44,Medium,41,Press,49,Normal,Cover,Hamburger SV,Germany 1. Bundesliga,1
574,100634,9791,2015-09-10 00:00:00,50,Balanced,36.0,Normal,61,Mixed,Organised,48,Normal,58,Normal,59,Normal,Organised,60,Medium,62,Press,47,Normal,Cover,Heracles Almelo,Netherlands Eredivisie,6
1042,1793,9798,2015-09-10 00:00:00,44,Balanced,36.0,Normal,64,Mixed,Organised,62,Normal,65,Normal,42,Normal,Organised,51,Medium,47,Press,52,Normal,Cover,Reading,England Premier League,3
1221,100805,9800,2015-09-10 00:00:00,38,Balanced,53.0,Normal,33,Short,Organised,53,Normal,58,Normal,53,Normal,Organised,60,Medium,58,Press,48,Normal,Cover,St. Mirren,Scotland Premier League,10
1102,1902,9803,2014-09-19 00:00:00,43,Balanced,46.0,Normal,44,Mixed,Organised,59,Normal,45,Normal,42,Normal,Organised,39,Medium,37,Press,42,Normal,Cover,Roda JC Kerkrade,Netherlands Eredivisie,6
1275,54,9804,2015-09-10 00:00:00,69,Fast,69.0,Lots,36,Mixed,Organised,37,Normal,69,Lots,53,Normal,Organised,39,Medium,46,Press,52,Normal,Cover,Torino,Italy Serie A,5
158,1889,9807,2015-09-10 00:00:00,51,Balanced,53.0,Normal,52,Mixed,Organised,43,Normal,37,Normal,48,Normal,Organised,38,Medium,48,Press,49,Normal,Cover,CF Os Belenenses,Portugal Liga ZON Sagres,8
887,100737,9809,2011-02-22 00:00:00,50,Balanced,,Little,65,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,45,Medium,41,Press,35,Normal,Offside Trap,Naval 1° de Maio,Portugal Liga ZON Sagres,8
377,1824,9810,2015-09-10 00:00:00,51,Balanced,41.0,Normal,38,Mixed,Organised,47,Normal,58,Normal,40,Normal,Organised,48,Medium,42,Press,55,Normal,Cover,Eintracht Frankfurt,Germany 1. Bundesliga,1
1372,1795,9817,2015-09-10 00:00:00,61,Balanced,32.0,Little,52,Mixed,Organised,54,Normal,42,Normal,45,Normal,Free Form,38,Medium,52,Press,45,Normal,Cover,Watford,England Premier League,3
148,21,9823,2015-09-10 00:00:00,45,Balanced,24.0,Little,28,Short,Free Form,37,Normal,31,Little,22,Little,Free Form,72,High,53,Press,59,Normal,Cover,FC Bayern Munich,Germany 1. Bundesliga,1
445,286,9824,2015-09-10 00:00:00,53,Balanced,32.0,Little,56,Mixed,Organised,38,Normal,53,Normal,46,Normal,Organised,42,Medium,33,Contain,58,Normal,Cover,FC Vaduz,Switzerland Super League,9
76,1,9825,2015-09-10 00:00:00,59,Balanced,51.0,Normal,30,Short,Organised,28,Safe,44,Normal,46,Normal,Free Form,51,Medium,44,Press,52,Normal,Cover,Arsenal,England Premier League,3
341,1799,9826,2015-09-10 00:00:00,61,Balanced,45.0,Normal,67,Long,Organised,67,Risky,69,Lots,50,Normal,Organised,36,Medium,34,Press,41,Normal,Cover,Crystal Palace,England Premier League,3
209,59,9827,2015-09-10 00:00:00,51,Balanced,40.0,Normal,48,Mixed,Organised,49,Normal,63,Normal,44,Normal,Organised,57,Medium,52,Press,49,Normal,Cover,Girondins de Bordeaux,France Ligue 1,4
841,69,9829,2015-09-10 00:00:00,52,Balanced,42.0,Normal,43,Mixed,Organised,54,Normal,56,Normal,23,Little,Organised,56,Medium,62,Press,51,Normal,Cover,AS Monaco,France Ligue 1,4
885,71,9830,2015-09-10 00:00:00,63,Balanced,70.0,Lots,56,Mixed,Organised,52,Normal,55,Normal,46,Normal,Organised,39,Medium,41,Press,52,Normal,Cover,FC Nantes,France Ligue 1,4
904,72,9831,2015-09-10 00:00:00,48,Balanced,55.0,Normal,53,Mixed,Organised,49,Normal,66,Normal,38,Normal,Organised,57,Medium,47,Press,61,Normal,Cover,OGC Nice,France Ligue 1,4
356,110569,9836,2015-09-10 00:00:00,51,Balanced,54.0,Normal,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,Dijon FCO,France Ligue 1,4
1076,379,9837,2015-09-10 00:00:00,48,Balanced,37.0,Normal,49,Mixed,Organised,48,Normal,52,Normal,58,Normal,Organised,33,Deep,44,Press,50,Normal,Cover,Stade de Reims,France Ligue 1,4
1363,100651,9839,2013-09-20 00:00:00,41,Balanced,,Little,52,Mixed,Organised,60,Normal,52,Normal,52,Normal,Organised,29,Deep,42,Press,49,Normal,Cover,VVV-Venlo,Netherlands Eredivisie,6
967,73,9847,2015-09-10 00:00:00,49,Balanced,47.0,Normal,34,Mixed,Organised,62,Normal,61,Normal,35,Normal,Organised,57,Medium,53,Press,56,Normal,Cover,Paris Saint-Germain,France Ligue 1,4
910,1792,9850,2015-09-10 00:00:00,45,Balanced,38.0,Normal,55,Mixed,Organised,46,Normal,54,Normal,47,Normal,Organised,38,Medium,39,Press,51,Normal,Cover,Norwich City,England Premier League,3
1082,74,9851,2015-09-10 00:00:00,64,Balanced,62.0,Normal,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover,Stade Rennais FC,France Ligue 1,4
1124,1819,9853,2015-09-10 00:00:00,58,Balanced,55.0,Normal,52,Mixed,Organised,48,Normal,64,Normal,52,Normal,Organised,48,Medium,51,Press,49,Normal,Cover,AS Saint-Étienne,France Ligue 1,4
537,1805,9855,2011-02-22 00:00:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,Grenoble Foot 38,France Ligue 1,4
197,189,9857,2015-09-10 00:00:00,63,Balanced,53.0,Normal,48,Mixed,Organised,32,Safe,48,Normal,52,Normal,Organised,30,Deep,54,Press,48,Normal,Cover,Bologna,Italy Serie A,5
242,190,9858,2015-09-10 00:00:00,42,Balanced,56.0,Normal,43,Mixed,Organised,41,Normal,48,Normal,69,Lots,Organised,41,Medium,52,Press,57,Normal,Cover,Brescia,Italy Serie A,5
568,80,9860,2014-09-19 00:00:00,55,Balanced,51.0,Normal,62,Mixed,Organised,55,Normal,61,Normal,60,Normal,Organised,49,Medium,52,Press,57,Normal,Cover,Heart of Midlothian,Scotland Premier League,10
794,573,9864,2015-09-10 00:00:00,42,Balanced,51.0,Normal,36,Mixed,Organised,41,Normal,40,Normal,50,Normal,Organised,47,Medium,37,Press,52,Normal,Offside Trap,Málaga CF,Spain LIGA BBVA,2
45,1861,9865,2015-09-10 00:00:00,46,Balanced,41.0,Normal,65,Mixed,Organised,57,Normal,54,Normal,40,Normal,Organised,37,Medium,53,Press,45,Normal,Cover,UD Almería,Spain LIGA BBVA,2
1264,260,9867,2015-09-10 00:00:00,56,Balanced,50.0,Normal,57,Mixed,Organised,56,Normal,51,Normal,54,Normal,Organised,52,Medium,50,Press,69,Wide,Cover,CD Tenerife,Spain LIGA BBVA,2
1433,1742,9868,2013-09-20 00:00:00,60,Balanced,,Little,44,Mixed,Organised,40,Normal,57,Normal,41,Normal,Organised,49,Medium,54,Press,50,Normal,Cover,Xerez Club Deportivo,Spain LIGA BBVA,2
1204,459,9869,2015-09-10 00:00:00,55,Balanced,48.0,Normal,50,Mixed,Organised,62,Normal,59,Normal,38,Normal,Organised,45,Medium,54,Press,41,Normal,Cover,Real Sporting de Gijón,Spain LIGA BBVA,2
1319,110456,9873,2015-09-10 00:00:00,49,Balanced,59.0,Normal,52,Mixed,Organised,51,Normal,67,Lots,56,Normal,Organised,47,Medium,51,Press,46,Normal,Cover,Valenciennes FC,France Ligue 1,4
1180,226,9874,2015-09-10 00:00:00,63,Balanced,62.0,Normal,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover,FC Sochaux-Montbéliard,France Ligue 1,4
1210,48,9875,2015-09-10 00:00:00,53,Balanced,70.0,Lots,37,Mixed,Organised,68,Risky,54,Normal,67,Lots,Organised,47,Medium,57,Press,53,Normal,Offside Trap,Napoli,Italy Serie A,5
1329,206,9876,2015-09-10 00:00:00,57,Balanced,29.0,Little,38,Mixed,Organised,39,Normal,54,Normal,55,Normal,Organised,47,Medium,59,Press,52,Normal,Cover,Hellas Verona,Italy Serie A,5
984,200,9878,2015-09-10 00:00:00,64,Balanced,31.0,Little,53,Mixed,Organised,41,Normal,49,Normal,41,Normal,Organised,39,Medium,46,Press,43,Normal,Cover,Pescara,Italy Serie A,5
484,144,9879,2015-09-10 00:00:00,52,Balanced,34.0,Normal,48,Mixed,Organised,39,Normal,54,Normal,59,Normal,Organised,29,Deep,30,Contain,39,Normal,Cover,Fulham,England Premier League,3
306,110915,9880,2015-09-10 00:00:00,66,Balanced,31.0,Little,41,Mixed,Organised,53,Normal,44,Normal,66,Normal,Organised,39,Medium,49,Press,57,Normal,Cover,Cesena,Italy Serie A,5
1130,1837,9882,2015-09-10 00:00:00,36,Balanced,56.0,Normal,38,Mixed,Organised,49,Normal,52,Normal,29,Little,Organised,50,Medium,51,Press,53,Normal,Cover,Sampdoria,Italy Serie A,5
630,45,9885,2015-09-10 00:00:00,50,Balanced,35.0,Normal,20,Short,Organised,65,Normal,50,Normal,80,Lots,Organised,35,Medium,65,Press,35,Normal,Cover,Juventus,Italy Serie A,5
694,347,9888,2012-02-22 00:00:00,45,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,Lecce,Italy Serie A,5
478,111657,9891,2015-09-10 00:00:00,63,Balanced,48.0,Normal,46,Mixed,Organised,51,Normal,50,Normal,50,Normal,Organised,55,Medium,57,Press,47,Normal,Cover,Frosinone,Italy Serie A,5
563,485,9904,2015-09-10 00:00:00,48,Balanced,55.0,Normal,41,Mixed,Organised,38,Normal,51,Normal,40,Normal,Organised,35,Medium,50,Press,61,Normal,Cover,Hannover 96,Germany 1. Bundesliga,1
788,169,9905,2015-09-10 00:00:00,60,Balanced,43.0,Normal,53,Mixed,Organised,49,Normal,40,Normal,44,Normal,Organised,55,Medium,62,Press,47,Normal,Cover,1. FSV Mainz 05,Germany 1. Bundesliga,1
100,240,9906,2015-09-10 00:00:00,57,Balanced,50.0,Normal,50,Mixed,Organised,61,Normal,62,Normal,49,Normal,Organised,49,Medium,42,Press,52,Normal,Cover,Atlético Madrid,Spain LIGA BBVA,2
444,1903,9908,2015-09-10 00:00:00,50,Balanced,39.0,Normal,54,Mixed,Organised,55,Normal,64,Normal,28,Little,Organised,54,Medium,58,Press,47,Normal,Cover,FC Utrecht,Netherlands Eredivisie,6
288,450,9910,2015-09-10 00:00:00,55,Balanced,59.0,Normal,38,Mixed,Organised,41,Normal,48,Normal,50,Normal,Free Form,55,Medium,55,Press,59,Normal,Cover,RC Celta de Vigo,Spain LIGA BBVA,2
191,160,9911,2015-09-10 00:00:00,69,Fast,38.0,Normal,57,Mixed,Organised,66,Normal,40,Normal,66,Normal,Organised,58,Medium,47,Press,67,Wide,Cover,VfL Bochum,Germany 1. Bundesliga,1
68,159,9912,2014-09-19 00:00:00,62,Balanced,49.0,Normal,55,Mixed,Organised,56,Normal,51,Normal,52,Normal,Organised,36,Medium,54,Press,48,Normal,Cover,DSC Arminia Bielefeld,Germany 1. Bundesliga,1
294,78,9925,2015-09-10 00:00:00,54,Balanced,49.0,Normal,53,Mixed,Organised,51,Normal,51,Normal,62,Normal,Organised,58,Medium,55,Press,56,Normal,Cover,Celtic,Scotland Premier League,10
858,83,9927,2015-09-10 00:00:00,64,Balanced,46.0,Normal,55,Mixed,Organised,44,Normal,45,Normal,27,Little,Organised,37,Medium,44,Press,51,Normal,Cover,Motherwell,Scotland Premier League,10
3,434,9930,2015-09-10 00:00:00,47,Balanced,41.0,Normal,54,Mixed,Organised,54,Normal,63,Normal,64,Normal,Organised,47,Medium,44,Press,54,Normal,Cover,FC Aarau,Switzerland Super League,9
136,896,9931,2015-09-10 00:00:00,61,Balanced,63.0,Normal,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover,FC Basel,Switzerland Super League,9
364,181,9938,2015-09-10 00:00:00,60,Balanced,58.0,Normal,53,Mixed,Organised,55,Normal,49,Normal,45,Normal,Organised,48,Medium,42,Press,53,Normal,Cover,Dundee United,Scotland Premier League,10
1287,1809,9941,2015-09-10 00:00:00,49,Balanced,56.0,Normal,53,Mixed,Organised,52,Normal,34,Normal,36,Normal,Organised,36,Medium,45,Press,49,Normal,Cover,Toulouse FC,France Ligue 1,4
535,322,9956,2015-09-10 00:00:00,50,Balanced,60.0,Normal,54,Mixed,Organised,52,Normal,54,Normal,46,Normal,Organised,36,Medium,43,Press,47,Normal,Cover,Grasshopper Club Zürich,Switzerland Super League,9
130,1848,9976,2015-09-10 00:00:00,52,Balanced,40.0,Normal,65,Mixed,Organised,40,Normal,55,Normal,48,Normal,Organised,50,Medium,51,Press,55,Normal,Cover,Bari,Italy Serie A,5
300,1750,9984,2015-09-10 00:00:00,53,Balanced,49.0,Normal,43,Mixed,Organised,52,Normal,58,Normal,42,Normal,Organised,59,Medium,47,Press,62,Normal,Cover,KSV Cercle Brugge,Belgium Jupiler League,11
1242,232,9985,2015-09-10 00:00:00,54,Balanced,45.0,Normal,62,Mixed,Organised,55,Normal,58,Normal,60,Normal,Organised,45,Medium,54,Press,52,Normal,Cover,Standard de Liège,Belgium Jupiler League,11
1192,670,9986,2015-09-10 00:00:00,60,Balanced,47.0,Normal,53,Mixed,Organised,48,Normal,50,Normal,48,Normal,Organised,39,Medium,48,Press,49,Normal,Cover,Sporting Charleroi,Belgium Jupiler League,11
490,673,9987,2015-09-10 00:00:00,58,Balanced,52.0,Normal,38,Mixed,Organised,30,Safe,69,Lots,56,Normal,Organised,36,Medium,57,Press,70,Wide,Cover,KRC Genk,Belgium Jupiler League,11
736,239,9989,2015-09-10 00:00:00,69,Fast,44.0,Normal,58,Mixed,Organised,56,Normal,52,Normal,61,Normal,Organised,38,Medium,49,Press,65,Normal,Cover,Lierse SK,Belgium Jupiler League,11
502,674,9991,2015-09-10 00:00:00,50,Balanced,55.0,Normal,37,Mixed,Organised,42,Normal,66,Normal,34,Normal,Organised,49,Medium,54,Press,52,Normal,Cover,KAA Gent,Belgium Jupiler League,11
152,675,9993,2013-09-20 00:00:00,47,Balanced,,Little,39,Mixed,Organised,38,Normal,64,Normal,49,Normal,Organised,45,Medium,46,Press,67,Wide,Cover,Beerschot AC,Belgium Jupiler League,11
764,2007,9994,2015-09-10 00:00:00,62,Balanced,45.0,Normal,52,Mixed,Organised,42,Normal,50,Normal,62,Normal,Organised,45,Medium,52,Press,52,Normal,Cover,Sporting Lokeren,Belgium Jupiler League,11
860,111560,9996,2015-09-10 00:00:00,50,Balanced,50.0,Normal,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,Royal Excel Mouscron,Belgium Jupiler League,11
1236,680,9997,2012-02-22 00:00:00,52,Balanced,,Little,55,Mixed,Organised,52,Normal,55,Normal,47,Normal,Organised,32,Deep,40,Press,41,Normal,Cover,Sint-Truidense VV,Belgium Jupiler League,11
844,1747,9998,2014-09-19 00:00:00,55,Balanced,50.0,Normal,55,Mixed,Organised,55,Normal,67,Lots,46,Normal,Organised,46,Medium,45,Press,47,Normal,Cover,RAEC Mons,Belgium Jupiler League,11
1103,546,9999,2010-02-22 00:00:00,65,Balanced,,Little,60,Mixed,Organised,50,Normal,35,Normal,40,Normal,Organised,65,Medium,70,Double,70,Wide,Cover,KSV Roeselare,Belgium Jupiler League,11
1458,15005,10000,2015-09-10 00:00:00,54,Balanced,42.0,Normal,51,Mixed,Organised,47,Normal,52,Normal,32,Little,Organised,44,Medium,58,Press,37,Normal,Cover,SV Zulte-Waregem,Belgium Jupiler League,11
